,path,file_name,file_size_Mb,last_access,last_modified,created_on
r02c11f59p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f59p01-ch1sk1fk1fl1.tiff,6528.298,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f59p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f59p01-ch2sk1fk1fl1.tiff,7316.398,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f60p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f60p01-ch1sk1fk1fl1.tiff,6562.192,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f60p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f60p01-ch2sk1fk1fl1.tiff,7344.188,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f61p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f61p01-ch1sk1fk1fl1.tiff,6997.546,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c11f61p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c11f61p01-ch2sk1fk1fl1.tiff,7689.598,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f01p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f01p01-ch1sk1fk1fl1.tiff,6789.057,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f01p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f01p01-ch2sk1fk1fl1.tiff,7367.801,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f02p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f02p01-ch1sk1fk1fl1.tiff,7337.857,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f02p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f02p01-ch2sk1fk1fl1.tiff,7475.231,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f03p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f03p01-ch1sk1fk1fl1.tiff,6548.775,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f03p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f03p01-ch2sk1fk1fl1.tiff,7280.985,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f04p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f04p01-ch1sk1fk1fl1.tiff,6423.877,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f04p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f04p01-ch2sk1fk1fl1.tiff,7251.909,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f05p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f05p01-ch1sk1fk1fl1.tiff,7356.523,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f05p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f05p01-ch2sk1fk1fl1.tiff,7801.695,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f06p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f06p01-ch1sk1fk1fl1.tiff,6870.581,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f06p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f06p01-ch2sk1fk1fl1.tiff,7457.237,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f07p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f07p01-ch1sk1fk1fl1.tiff,6765.039,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f07p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f07p01-ch2sk1fk1fl1.tiff,7421.545,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f08p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f08p01-ch1sk1fk1fl1.tiff,6346.003,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f08p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f08p01-ch2sk1fk1fl1.tiff,7178.711,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f09p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f09p01-ch1sk1fk1fl1.tiff,6736.434,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f09p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f09p01-ch2sk1fk1fl1.tiff,7375.682,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f10p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f10p01-ch1sk1fk1fl1.tiff,6395.522,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f10p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f10p01-ch2sk1fk1fl1.tiff,7170.27,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f11p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f11p01-ch1sk1fk1fl1.tiff,6844.485,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f11p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f11p01-ch2sk1fk1fl1.tiff,7420.559,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f12p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f12p01-ch1sk1fk1fl1.tiff,6515.15,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f12p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f12p01-ch2sk1fk1fl1.tiff,7210.762,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f13p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f13p01-ch1sk1fk1fl1.tiff,6352.97,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f13p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f13p01-ch2sk1fk1fl1.tiff,7173.286,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f14p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f14p01-ch1sk1fk1fl1.tiff,6697.232,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f14p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f14p01-ch2sk1fk1fl1.tiff,7357.352,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f15p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f15p01-ch1sk1fk1fl1.tiff,6724.988,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f15p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f15p01-ch2sk1fk1fl1.tiff,7296.41,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f16p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f16p01-ch1sk1fk1fl1.tiff,6505.372,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f16p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f16p01-ch2sk1fk1fl1.tiff,7287.338,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f17p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f17p01-ch1sk1fk1fl1.tiff,6623.023,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f17p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f17p01-ch2sk1fk1fl1.tiff,7344.051,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f18p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f18p01-ch1sk1fk1fl1.tiff,7220.972,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f18p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f18p01-ch2sk1fk1fl1.tiff,7541.316,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f19p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f19p01-ch1sk1fk1fl1.tiff,7330.774,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f19p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f19p01-ch2sk1fk1fl1.tiff,7911.424,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f20p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f20p01-ch1sk1fk1fl1.tiff,6620.34,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f20p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f20p01-ch2sk1fk1fl1.tiff,7343.616,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f21p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f21p01-ch1sk1fk1fl1.tiff,6537.568,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f21p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f21p01-ch2sk1fk1fl1.tiff,7360.112,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f22p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f22p01-ch1sk1fk1fl1.tiff,6530.752,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f22p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f22p01-ch2sk1fk1fl1.tiff,7208.172,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f23p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f23p01-ch1sk1fk1fl1.tiff,6671.388,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f23p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f23p01-ch2sk1fk1fl1.tiff,7295.246,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f24p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f24p01-ch1sk1fk1fl1.tiff,7110.714,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f24p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f24p01-ch2sk1fk1fl1.tiff,7264.28,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f25p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f25p01-ch1sk1fk1fl1.tiff,6650.296,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f25p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f25p01-ch2sk1fk1fl1.tiff,7549.516,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f26p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f26p01-ch1sk1fk1fl1.tiff,6793.432,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f26p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f26p01-ch2sk1fk1fl1.tiff,7391.898,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f27p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f27p01-ch1sk1fk1fl1.tiff,7004.858,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f27p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f27p01-ch2sk1fk1fl1.tiff,7508.952,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f28p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f28p01-ch1sk1fk1fl1.tiff,6833.792,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f28p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f28p01-ch2sk1fk1fl1.tiff,7300.196,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f29p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f29p01-ch1sk1fk1fl1.tiff,6485.012,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f29p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f29p01-ch2sk1fk1fl1.tiff,7158.302,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f30p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f30p01-ch1sk1fk1fl1.tiff,6647.212,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f30p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f30p01-ch2sk1fk1fl1.tiff,7814.934,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f31p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f31p01-ch1sk1fk1fl1.tiff,6481.17,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f31p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f31p01-ch2sk1fk1fl1.tiff,7201.282,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f32p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f32p01-ch1sk1fk1fl1.tiff,6536.197,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f32p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f32p01-ch2sk1fk1fl1.tiff,7249.695,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f33p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f33p01-ch1sk1fk1fl1.tiff,6369.416,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f33p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f33p01-ch2sk1fk1fl1.tiff,7193.306,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c12f34p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c12f34p01-ch1sk1fk1fl1.tiff,6480.985,29 Jul 2019,22 Sep 2020,21 Sep 2020
